time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,state,chewing_side,cpm,channel,activity_label
5894580.0,-0.587402,0.978027,-1.333008,0.047963,0.027712,0.015188,-1.868652,0.20459,-0.575195,-0.037838,0.0437,-0.012524,warming_up,-,0.000,-,non_chewing
5894590.0,-0.578613,0.978027,-1.330566,0.050095,0.019985,0.019452,-1.858887,0.208496,-0.564941,-0.03544,0.045565,-0.021583,warming_up,-,0.000,-,non_chewing
5894600.0,-0.587402,0.977539,-1.32666,0.043167,0.023982,0.016254,-1.861328,0.200195,-0.574219,-0.029311,0.041302,-0.013323,warming_up,-,0.000,-,non_chewing
5894610.0,-0.58252,0.974121,-1.320801,0.038904,0.02558,0.020251,-1.853027,0.203613,-0.567383,-0.037838,0.033574,-0.009859,warming_up,-,0.000,-,non_chewing
5894620.0,-0.580078,0.98291,-1.325195,0.050628,0.023715,0.021583,-1.85498,0.202148,-0.580566,-0.031176,0.042101,-0.011991,warming_up,-,0.000,-,non_chewing
5894630.0,-0.57959,0.975098,-1.325684,0.05196,0.024515,0.018919,-1.865234,0.202637,-0.57373,-0.022649,0.037571,-0.007461,warming_up,-,0.000,-,non_chewing
5894640.0,-0.582031,0.976074,-1.328613,0.045832,0.011991,0.011724,-1.853516,0.207031,-0.578613,-0.036239,0.050894,-0.023449,warming_up,-,0.000,-,non_chewing
5894650.0,-0.57959,0.972656,-1.320801,0.061286,0.025847,0.015988,-1.865234,0.203125,-0.56543,-0.03464,0.043966,-0.011724,warming_up,-,0.000,-,non_chewing
5894660.0,-0.580078,0.985352,-1.328613,0.047697,0.030377,0.017587,-1.858398,0.205566,-0.57666,-0.038637,0.037838,-0.010392,warming_up,-,0.000,-,non_chewing
5894670.0,-0.585449,0.978027,-1.320801,0.043167,0.028245,0.017853,-1.861816,0.20459,-0.567871,-0.031443,0.042368,-0.013057,warming_up,-,0.000,-,non_chewing
5894680.0,-0.587891,0.972168,-1.31543,0.05276,0.018386,0.011991,-1.851563,0.206543,-0.569824,-0.038104,0.049296,-0.005329,warming_up,-,0.000,-,non_chewing
5894690.0,-0.580566,0.975098,-1.330078,0.057556,0.010658,0.014655,-1.859375,0.209473,-0.569824,-0.027179,0.052227,-0.017054,warming_up,-,0.000,-,non_chewing
5894700.0,-0.584961,0.982422,-1.32373,0.05196,0.018919,0.015455,-1.859863,0.19873,-0.583984,-0.033041,0.047963,-0.016787,warming_up,-,0.000,-,non_chewing
5894710.0,-0.580078,0.970703,-1.320801,0.051161,0.022116,0.013856,-1.856934,0.199219,-0.567383,-0.03091,0.041035,-0.012524,warming_up,-,0.000,-,non_chewing
5894720.0,-0.579102,0.971191,-1.323242,0.045032,0.025314,0.010126,-1.863281,0.195801,-0.553711,-0.035972,0.038904,-0.013856,warming_up,-,0.000,-,non_chewing
5894730.0,-0.575684,0.973633,-1.316895,0.046098,0.007194,0.011991,-1.86377,0.207031,-0.568359,-0.025847,0.040769,-0.006928,warming_up,-,0.000,-,non_chewing
5894740.0,-0.578613,0.976562,-1.322266,0.042634,0.022916,0.016521,-1.85498,0.210937,-0.574219,-0.037305,0.040769,-0.009326,warming_up,-,0.000,-,non_chewing
5894750.0,-0.579102,0.97168,-1.331543,0.043433,0.024781,0.015455,-1.868164,0.205566,-0.57373,-0.033308,0.027446,-0.01359,warming_up,-,0.000,-,non_chewing
5894760.0,-0.583984,0.977051,-1.319336,0.045032,0.022916,0.014655,-1.86377,0.205078,-0.567383,-0.032242,0.036772,-0.016787,warming_up,-,0.000,-,non_chewing
5894770.0,-0.577637,0.969238,-1.324219,0.046631,0.020251,0.018386,-1.86084,0.200684,-0.577637,-0.035972,0.043966,-0.017853,warming_up,-,0.000,-,non_chewing
5894780.0,-0.577148,0.977051,-1.336914,0.04743,0.027446,0.013323,-1.864258,0.202148,-0.566895,-0.033308,0.047164,-0.001332,warming_up,-,0.000,-,non_chewing
5894790.0,-0.59375,0.970703,-1.328125,0.053026,0.016787,0.017054,-1.865234,0.206055,-0.569824,-0.03464,0.040769,-0.017054,warming_up,-,0.000,-,non_chewing
5894800.0,-0.588867,0.975586,-1.325684,0.0437,0.031176,0.012257,-1.862793,0.20166,-0.568848,-0.027979,0.037038,-0.020251,warming_up,-,0.000,-,non_chewing
5894810.0,-0.584961,0.973145,-1.311035,0.040769,0.020518,0.01359,-1.866211,0.19873,-0.564941,-0.030643,0.037305,-0.009859,warming_up,-,0.000,-,non_chewing
5894820.0,-0.584961,0.97168,-1.319824,0.057289,0.019718,0.015188,-1.863281,0.199707,-0.581543,-0.036505,0.032508,-0.008793,warming_up,-,0.000,-,non_chewing
5894830.0,-0.584961,0.978516,-1.324707,0.048763,0.021051,0.010925,-1.859863,0.194824,-0.569824,-0.029844,0.043966,-0.011458,warming_up,-,0.000,-,non_chewing
5894840.0,-0.589844,0.981445,-1.321289,0.053825,0.025047,0.005329,-1.864258,0.207031,-0.568848,-0.026913,0.039969,-0.009593,warming_up,-,0.000,-,non_chewing
5894850.0,-0.577637,0.970215,-1.328125,0.051427,0.016787,0.011191,-1.864746,0.193848,-0.578125,-0.030643,0.039969,-0.014123,warming_up,-,0.000,-,non_chewing
