time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,activity_label
5304375.0,-0.664551,1.841797,0.041504,0.088466,-0.034374,0.022916,0.272461,-1.895508,0.709961,0.046631,-0.080205,-0.023982,chewing
5304385.0,-0.680176,1.842773,0.022949,0.114579,-0.029844,0.047164,0.287109,-1.889648,0.71582,0.048763,-0.062352,-0.010925,chewing
5304395.0,-0.676758,1.855469,0.021484,0.138028,-0.015188,0.042634,0.282227,-1.883789,0.716309,0.054092,-0.091397,-0.028778,chewing
5304405.0,-0.683105,1.85498,0.023926,0.156147,-0.027712,0.092729,0.294434,-1.885254,0.708984,0.060221,-0.123905,-0.017853,chewing
5304415.0,-0.692871,1.847168,0.013672,0.172401,-0.051427,0.101522,0.275879,-1.884766,0.710937,0.063685,-0.137495,-0.053825,chewing
5304425.0,-0.687012,1.853516,0.014648,0.255271,-0.088998,0.121773,0.295898,-1.885254,0.731934,0.112447,-0.173467,-0.109783,chewing
5304435.0,-0.678711,1.847168,0.02832,0.254738,-0.107651,0.095127,0.308594,-1.880859,0.724121,0.10019,-0.10392,-0.140692,chewing
5304445.0,-0.678223,1.836426,0.028809,0.236086,-0.112714,0.090864,0.278809,-1.90332,0.717285,0.090331,-0.078074,-0.153216,chewing
5304455.0,-0.678711,1.834961,0.049316,0.223828,-0.094861,0.022649,0.267578,-1.90918,0.717773,0.105253,-0.056224,-0.157213,chewing
5304465.0,-0.689453,1.837891,0.03418,0.224095,-0.10392,0.043167,0.271484,-1.898926,0.72168,0.080738,-0.034907,-0.145222,chewing
5304475.0,-0.679199,1.838379,0.020996,0.225694,-0.074077,0.048763,0.252441,-1.905273,0.730957,0.07008,-0.055691,-0.088732,chewing
5304485.0,-0.665039,1.853027,0.005371,0.210772,-0.076208,0.080472,0.280762,-1.873047,0.721191,0.054092,-0.05196,-0.025847,chewing
5304495.0,-0.672852,1.85498,0.000977,0.184925,-0.056757,0.09566,0.271484,-1.874512,0.717773,0.037305,-0.050628,-0.028245,chewing
5304505.0,-0.697754,1.83252,0.005371,0.127636,-0.006662,0.094061,0.29248,-1.900879,0.713379,0.015721,-0.032508,-0.02185,chewing
5304515.0,-0.701172,1.833008,0.026367,0.10392,-0.00373,0.054092,0.300781,-1.894043,0.715332,0.033308,-0.016787,-0.052227,chewing
5304525.0,-0.688477,1.829102,0.021484,0.079406,0.009859,0.06102,0.303711,-1.888672,0.724121,0.036239,0.029044,-0.107651,chewing
5304535.0,-0.695312,1.850098,0.033203,0.086867,0.013057,0.049828,0.289063,-1.899902,0.717285,0.062086,0.015721,-0.130567,chewing
5304545.0,-0.679199,1.84375,0.037598,0.120974,-0.015988,0.041302,0.305664,-1.861328,0.746094,0.101256,0.032775,-0.164674,chewing
5304555.0,-0.667969,1.839844,0.039551,0.189455,-0.061553,0.03544,0.26416,-1.88623,0.732422,0.078606,0.030643,-0.13483,chewing
5304565.0,-0.675781,1.848633,0.003418,0.221164,-0.096992,0.03011,0.254883,-1.908691,0.724609,0.077807,-0.037838,-0.099923,chewing
5304575.0,-0.664062,1.85791,-0.003906,0.293642,-0.193718,0.053292,0.288086,-1.870605,0.737793,0.090331,-0.053292,-0.088199,chewing
5304585.0,-0.665039,1.855957,-0.007324,0.248077,-0.221963,0.057023,0.286621,-1.885254,0.720215,0.03544,-0.02185,-0.030377,chewing
5304595.0,-0.669434,1.864258,-0.006836,0.170003,-0.219299,0.03091,0.311523,-1.890625,0.728027,0.040769,-0.000799,-0.038371,chewing
5304605.0,-0.6875,1.838867,0.022949,0.090864,-0.175066,-0.02185,0.334473,-1.874512,0.740234,0.081271,0.031443,-0.096726,chewing
5304615.0,-0.691895,1.82959,0.032227,-0.067681,-0.031443,-0.069014,0.299316,-1.904297,0.699219,0.128168,-0.007994,-0.124172,chewing
5304625.0,-0.685547,1.847168,0.037598,-0.19585,0.073544,-0.192652,0.287598,-1.925781,0.682617,0.213969,-0.102322,-0.179862,chewing
5304635.0,-0.716797,1.818359,-0.000977,-0.41355,0.171602,-0.300303,0.277344,-1.894043,0.705078,0.207841,-0.131899,-0.133231,chewing
5304645.0,-0.702637,1.827148,-0.01123,-0.385571,0.196116,-0.262199,0.259277,-1.921387,0.651855,0.152949,-0.236352,-0.084735,chewing
5304655.0,-0.686035,1.824707,0.03125,-0.508144,0.234221,-0.20411,0.228516,-1.981934,0.652832,0.149752,-0.475902,0.012524,chewing
5304665.0,-0.670898,1.797852,0.095215,-0.341605,0.176665,-0.125504,0.371582,-1.81543,0.791016,0.123639,-0.314159,-0.017853,chewing
5304675.0,-0.665527,1.86084,0.04541,-0.160677,0.178796,-0.114046,0.3125,-1.841309,0.780762,0.04823,-0.216101,-0.065283,chewing
5304685.0,-0.660645,1.833008,0.0625,-0.047963,0.079672,-0.094328,0.324219,-1.864746,0.790527,0.0874,-0.195317,0.037038,chewing
5304695.0,-0.658691,1.851074,0.053711,-0.015721,0.074343,-0.017587,0.341309,-1.864258,0.765137,0.072478,-0.148153,0.066616,chewing
5304705.0,-0.663574,1.853027,0.032227,-0.002132,0.059421,-0.020784,0.319336,-1.876953,0.765625,0.044766,-0.078873,0.028778,chewing
5304715.0,-0.66748,1.859375,0.04834,0.002665,0.036239,-0.006395,0.30957,-1.865234,0.742676,0.036505,0.013856,-0.029311,chewing
5304725.0,-0.679199,1.846191,0.035156,0.023715,0.010392,0.007994,0.309082,-1.873047,0.759277,0.004796,0.03917,-0.046098,chewing
5304735.0,-0.687012,1.853027,0.01416,0.046631,-0.002931,-0.013323,0.303223,-1.874512,0.752441,-0.030377,0.055158,-0.014922,chewing
5304745.0,-0.706543,1.835449,0.032227,0.042634,0.006662,-0.02185,0.301758,-1.876953,0.754395,-0.052493,0.044233,0.018919,chewing
5304755.0,-0.713867,1.833496,0.027344,0.073277,0.050628,-0.01359,0.308594,-1.873047,0.760254,-0.081005,0.045032,0.033041,chewing
5304765.0,-0.710449,1.842285,0.041016,0.095926,0.06555,-0.015188,0.310059,-1.875488,0.753418,-0.085534,0.073277,0.037305,chewing
5304775.0,-0.719238,1.836914,0.037109,0.152949,0.053292,-0.026113,0.299805,-1.874512,0.755859,-0.079139,0.084469,0.009593,chewing
5304785.0,-0.690918,1.845703,0.039063,0.168937,0.047164,-0.016787,0.307617,-1.862305,0.750977,-0.075942,0.099391,0.000266,chewing
5304795.0,-0.692871,1.856934,0.037109,0.163075,0.056224,0.005862,0.310059,-1.870605,0.755371,-0.065283,0.173734,-0.007461,chewing
5304805.0,-0.693359,1.83252,0.044434,0.166273,0.06475,0.046631,0.290039,-1.887695,0.73877,-0.08207,0.229424,-0.019718,chewing
5304815.0,-0.678223,1.851563,0.030762,0.159611,0.038104,0.050894,0.290527,-1.896973,0.73584,-0.106319,0.250475,-0.011991,chewing
5304825.0,-0.678223,1.847656,0.012207,0.144156,0.012524,0.051427,0.291992,-1.905273,0.737305,-0.1303,0.227825,0.013323,chewing
5304835.0,-0.667969,1.841309,0.04248,0.171868,-0.031443,0.081538,0.300293,-1.869629,0.750977,-0.142824,0.198781,0.00826,chewing
5304845.0,-0.664062,1.845215,-0.010742,0.327749,-0.17773,0.197715,0.302246,-1.827148,0.784668,-0.156413,0.224628,-0.031975,chewing
5304855.0,-0.680176,1.854004,0.006348,0.292043,-0.206508,0.191587,0.290039,-1.895508,0.792969,-0.077541,0.106052,-0.002931,chewing
5304865.0,-0.666992,1.848145,0.010742,0.198248,-0.181194,0.157213,0.292969,-1.898438,0.725586,-0.141492,0.076741,0.057822,chewing
5304875.0,-0.686035,1.838379,0.037109,0.176132,-0.189188,0.130567,0.311523,-1.888184,0.730957,-0.066349,0.007461,0.063418,chewing
5304885.0,-0.682129,1.839355,0.020996,0.156413,-0.158812,0.041568,0.320801,-1.862305,0.763184,-0.040502,-0.010658,0.081538,chewing
5304895.0,-0.667969,1.851074,0.0,0.146554,-0.136962,0.098591,0.310547,-1.848633,0.770996,0.006662,0.031975,0.054358,chewing
5304905.0,-0.726562,1.819336,0.035156,-0.043433,0.11751,-0.009593,0.227051,-1.966797,0.643066,-0.132165,0.022916,0.113247,chewing
5304915.0,-0.74707,1.80957,0.01416,-0.056224,0.151084,-0.092462,0.277344,-1.893066,0.705078,-0.122306,-0.055957,0.189721,chewing
5304925.0,-0.717285,1.829102,0.017578,-0.034107,0.203044,-0.206775,0.262695,-1.885742,0.719238,-0.266995,-0.033841,0.30057,chewing
5304935.0,-0.726562,1.835449,0.01123,-0.065017,0.244613,-0.191587,0.272949,-1.875977,0.754883,-0.274723,0.008793,0.271259,chewing
5304945.0,-0.716309,1.832031,0.007813,-0.124971,0.285648,-0.154815,0.269043,-1.870605,0.733887,-0.345868,0.10925,0.225427,chewing
5304955.0,-0.691895,1.833008,0.005859,-0.138827,0.321354,-0.031975,0.280762,-1.874512,0.757812,-0.314959,0.166539,0.167338,chewing
5304965.0,-0.69043,1.847168,0.023437,-0.099657,0.35626,0.031709,0.300293,-1.867676,0.748535,-0.295773,0.219832,0.120175,chewing
5304975.0,-0.672852,1.853027,0.029297,-0.039436,0.335476,0.057023,0.303223,-1.878906,0.712891,-0.25607,0.223296,0.07834,chewing
5304985.0,-0.688477,1.856445,0.021973,-0.012257,0.23875,0.044766,0.307617,-1.895996,0.697754,-0.180129,0.138827,0.051694,chewing
5304995.0,-0.67627,1.848633,0.030762,0.028245,0.131632,-0.023715,0.299316,-1.897461,0.701172,-0.153482,0.0866,0.03917,chewing
5305005.0,-0.661621,1.844727,0.022461,0.067415,0.063685,-0.079939,0.288574,-1.897461,0.710937,-0.110315,0.039703,0.001599,chewing
5305015.0,-0.676758,1.842773,0.036621,0.085268,0.006662,-0.071145,0.276367,-1.89209,0.720215,-0.113247,0.055424,0.029577,chewing
5305025.0,-0.676758,1.841797,0.018066,0.088998,0.001599,-0.056757,0.264648,-1.906738,0.718262,-0.107917,0.055691,0.048496,chewing
5305035.0,-0.682129,1.840332,0.011719,0.107917,0.0,-0.02638,0.260254,-1.890137,0.725098,-0.135096,0.104986,0.037838,chewing
5305045.0,-0.692871,1.836914,0.027832,0.105786,0.041835,-0.029577,0.265625,-1.882324,0.733398,-0.131366,0.145222,0.019985,chewing
5305055.0,-0.694336,1.820801,0.021973,0.11751,0.093262,-0.023182,0.280762,-1.895996,0.692871,-0.123372,0.167605,0.005862,chewing
5305065.0,-0.686523,1.83252,0.033691,0.118842,0.128701,-0.048763,0.288086,-1.880859,0.709961,-0.115911,0.161476,0.021317,chewing
5305075.0,-0.695312,1.822266,0.027832,0.113247,0.135096,-0.039703,0.291016,-1.878418,0.703125,-0.071678,0.13856,-0.008793,chewing
5305085.0,-0.686035,1.827148,0.022461,0.095127,0.101522,-0.066616,0.279785,-1.895996,0.697266,-0.063418,0.134297,-0.019718,chewing
5305095.0,-0.676758,1.845703,0.028809,0.083936,0.091663,-0.038104,0.287109,-1.883789,0.697754,-0.051161,0.111381,-0.001066,chewing
5305105.0,-0.683105,1.852051,0.02832,0.079139,0.081005,-0.033041,0.29834,-1.889648,0.725098,-0.055158,0.095127,-0.005862,chewing
5305115.0,-0.688477,1.838867,0.011719,0.065283,0.03917,-0.019452,0.291992,-1.886719,0.711426,-0.039969,0.074609,0.003997,chewing
5305125.0,-0.678711,1.838867,0.011719,0.069014,0.002398,-0.029311,0.279297,-1.888672,0.722168,-0.054358,0.058089,0.009859,chewing
5305135.0,-0.693359,1.831055,0.016113,0.081804,-0.005596,-0.013856,0.278809,-1.899414,0.70166,-0.05276,0.042368,0.022383,chewing
5305145.0,-0.686523,1.831543,0.022949,0.075942,-0.004796,0.004796,0.292969,-1.890137,0.719238,-0.027179,0.029844,0.01359,chewing
5305155.0,-0.655762,1.850098,0.023926,0.056757,-0.003997,-0.026646,0.285645,-1.890625,0.704102,-0.000533,0.01732,0.01279,chewing
5305165.0,-0.687988,1.834961,0.020508,0.057289,0.021317,-0.02638,0.282227,-1.896484,0.717285,0.029577,0.010126,0.004263,chewing
5305175.0,-0.692383,1.834961,0.024414,0.056757,0.063951,-0.011991,0.258789,-1.893555,0.71582,0.030643,0.011991,-0.022649,chewing
5305185.0,-0.705078,1.821777,0.023437,0.057289,0.080738,-0.033041,0.265137,-1.902832,0.696777,0.056224,-0.023449,-0.014389,chewing
5305195.0,-0.701172,1.827637,0.023437,0.083403,0.051694,-0.055424,0.272949,-1.884766,0.72998,0.083403,-0.004263,-0.030377,chewing
5305205.0,-0.691895,1.849609,0.019531,0.10019,0.023182,-0.035706,0.28125,-1.889648,0.728516,0.049029,0.020784,-0.045299,chewing
5305215.0,-0.693848,1.845215,0.005859,0.087933,-0.01279,-0.003198,0.277832,-1.881836,0.71582,0.01732,0.03011,-0.050894,chewing
5305225.0,-0.67627,1.850098,0.004883,0.098858,-0.031176,0.0,0.290527,-1.893066,0.716309,0.018119,0.031975,-0.035173,chewing
5305235.0,-0.693848,1.836426,0.013672,0.112447,-0.038104,-0.00826,0.289551,-1.888672,0.70166,0.018919,0.01279,-0.025847,chewing
5305245.0,-0.699707,1.821777,0.007324,0.135896,-0.040236,0.01359,0.280273,-1.895996,0.709473,0.042368,-0.023715,-0.015721,chewing
5305255.0,-0.706055,1.829102,0.012695,0.120441,-0.034374,0.024248,0.283691,-1.878906,0.717285,0.054891,-0.059688,-0.018386,chewing
5305265.0,-0.706055,1.829102,0.016602,0.111115,-0.024248,0.030643,0.278809,-1.892578,0.724609,0.054625,-0.058888,0.00453,chewing
5305275.0,-0.699707,1.835938,0.006348,0.122839,-0.018919,0.033041,0.270996,-1.89502,0.715332,0.035173,-0.024515,-0.00453,chewing
5305285.0,-0.693848,1.84668,0.014648,0.104453,-0.011724,0.031975,0.269531,-1.900879,0.720703,0.002132,0.005329,-0.032508,chewing
5305295.0,-0.703125,1.834961,0.020996,0.10019,-0.008793,0.053026,0.27002,-1.895996,0.715332,-0.013323,0.022383,-0.014655,chewing
5305305.0,-0.695801,1.836426,0.01709,0.116444,0.006928,0.076208,0.268066,-1.896973,0.707031,-0.019985,0.048496,-0.041035,chewing
5305315.0,-0.691406,1.836914,0.006348,0.132432,-0.03091,0.072478,0.288574,-1.879883,0.725098,-0.006928,0.03091,-0.063418,chewing
5305325.0,-0.698242,1.842285,-0.001465,0.134031,-0.038637,0.049562,0.277832,-1.883301,0.714355,0.018119,0.012524,-0.081538,chewing
5305335.0,-0.701172,1.835938,-0.004883,0.121773,-0.050095,0.008793,0.277832,-1.890137,0.713379,0.036239,-0.006928,-0.0874,chewing
5305345.0,-0.692383,1.833496,0.013672,0.116711,-0.068747,-0.018652,0.280273,-1.895508,0.713867,0.065816,-0.02638,-0.084735,chewing
5305355.0,-0.713867,1.826172,0.020996,0.096193,-0.027446,-0.024515,0.273438,-1.898438,0.717285,0.047697,-0.027712,-0.077807,chewing
5305365.0,-0.711426,1.818848,0.012207,0.101256,-0.011991,0.011458,0.271484,-1.887207,0.727051,0.054092,0.0,-0.054625,chewing
5305375.0,-0.686035,1.834473,0.018555,0.118842,0.006928,0.009593,0.267578,-1.88916,0.714355,0.007727,0.026113,-0.045032,chewing
5305385.0,-0.703125,1.820313,-0.01416,0.078873,0.052493,0.044233,0.280762,-1.884277,0.720703,0.001865,0.037038,-0.040502,chewing
5305395.0,-0.715332,1.828125,0.005859,0.0429,0.074343,0.062086,0.274902,-1.890625,0.736328,-0.00826,0.041835,-0.026646,chewing
5305405.0,-0.69873,1.831055,0.005859,0.0437,0.057556,0.0437,0.289063,-1.890137,0.733398,-0.012524,0.027446,-0.027712,chewing
5305415.0,-0.713867,1.812988,0.0,0.045565,0.038371,0.035173,0.299805,-1.890137,0.718262,-0.008793,0.013323,-0.049562,chewing
5305425.0,-0.719727,1.828613,0.024414,0.089531,0.009593,-0.012524,0.299805,-1.888672,0.701172,0.029311,0.014123,-0.074609,chewing
5305435.0,-0.703125,1.808594,0.018066,0.080205,-0.090064,-0.084469,0.279297,-1.899414,0.700195,0.041035,0.009326,-0.054092,chewing
5305445.0,-0.702148,1.834473,0.003418,0.110582,-0.059954,-0.055691,0.278809,-1.88623,0.741211,0.076475,-0.038104,-0.07008,chewing
5305455.0,-0.676758,1.853516,-0.00293,0.12657,-0.005596,-0.03464,0.293457,-1.882324,0.73584,0.07381,-0.056224,-0.071945,chewing
5305465.0,-0.712891,1.837402,-0.005371,0.074876,-0.002398,0.038104,0.295898,-1.889648,0.708008,0.038371,-0.05649,-0.066083,chewing
5305475.0,-0.643555,1.812988,0.002441,0.092196,0.074077,-0.02558,0.297363,-1.893066,0.717285,0.030377,0.001599,-0.096726,chewing
5305485.0,-0.748535,1.852051,0.006348,0.046098,0.080205,0.024515,0.302734,-1.891602,0.717285,0.03011,0.042634,-0.138028,chewing
5305495.0,-0.683105,1.86084,0.027832,0.006129,0.113247,0.001865,0.313477,-1.871582,0.741699,0.07381,0.070613,-0.177198,chewing
5305505.0,-0.67334,1.843262,0.028809,0.030643,0.034907,-0.031443,0.283691,-1.909668,0.712402,0.106052,0.088998,-0.173467,chewing
5305515.0,-0.657715,1.859863,0.019043,0.130567,-0.049562,-0.00373,0.284668,-1.894531,0.728516,0.165207,0.073544,-0.199314,chewing
5305525.0,-0.681152,1.859375,0.023926,0.14389,-0.026113,0.040236,0.272949,-1.890137,0.72998,0.121507,0.081804,-0.18226,chewing
5305535.0,-0.685547,1.842285,-0.004395,0.133231,-0.017054,0.07834,0.282227,-1.883301,0.72168,0.0866,0.076475,-0.151084,chewing
5305545.0,-0.682129,1.864746,0.000488,0.185724,-0.05196,0.114046,0.290527,-1.884766,0.722168,0.072478,0.071145,-0.124704,chewing
5305555.0,-0.686523,1.843262,0.01123,0.182527,-0.097259,0.078873,0.305176,-1.889648,0.722168,0.095127,0.058089,-0.13483,chewing
5305565.0,-0.714355,1.836426,0.012207,0.192652,-0.158545,0.007994,0.307617,-1.884766,0.711426,0.132698,0.010126,-0.134564,chewing
5305575.0,-0.692383,1.820801,0.026855,-0.00906,-0.128168,-0.228358,0.313965,-1.862305,0.76709,0.201712,-0.035972,-0.168404,chewing
5305585.0,-0.706543,1.821289,-0.004883,-0.203577,-0.024515,-0.359724,0.312988,-1.84375,0.772949,0.210239,-0.059954,-0.203844,chewing
5305595.0,-0.683105,1.825195,0.004883,-0.252606,-0.045832,-0.348533,0.30957,-1.877441,0.729492,0.163874,-0.059421,-0.124172,chewing
5305605.0,-0.711914,1.839844,0.013672,-0.345069,-0.080205,-0.248343,0.287109,-1.943359,0.631836,0.129767,-0.132965,-0.067149,chewing
5305615.0,-0.696289,1.841797,0.027344,-0.345868,0.013057,-0.197982,0.339844,-1.92334,0.64502,0.159877,-0.266729,0.006395,chewing
5305625.0,-0.705566,1.824219,0.039063,-0.721847,-0.27792,-0.014655,0.356445,-1.810059,0.80957,0.114845,-0.132432,-0.068481,chewing
5305635.0,-0.720703,1.79834,0.03125,-0.335476,-0.124971,-0.029044,0.308594,-1.850098,0.782227,0.035972,0.016521,-0.112714,chewing
5305645.0,-0.689453,1.84668,0.049805,-0.083936,0.027712,-0.053825,0.314453,-1.851074,0.78125,0.018119,0.124704,-0.074609,chewing
5305655.0,-0.671875,1.81543,0.078125,0.002931,0.028245,-0.10019,0.311035,-1.890625,0.791504,-0.029577,0.106319,0.021317,chewing
5305665.0,-0.72168,1.830078,0.034668,-0.01359,0.043433,-0.007461,0.290527,-1.875,0.749023,-0.070613,0.150818,-0.020518,chewing
5305675.0,-0.681152,1.827637,0.036133,0.078074,0.074343,0.007194,0.259766,-1.897949,0.742676,-0.060221,0.081804,0.015455,chewing
5305685.0,-0.730957,1.82666,0.043457,0.109783,0.078606,0.022383,0.342773,-1.831543,0.77832,-0.031176,0.154282,-0.031975,chewing
5305695.0,-0.695801,1.81543,0.018555,0.137761,0.103654,0.035706,0.321289,-1.855469,0.749023,-0.017853,0.136429,-0.007461,chewing
5305705.0,-0.736816,1.821289,0.015625,0.166806,0.124704,0.081005,0.322266,-1.855957,0.747559,-0.014655,0.126303,-0.023982,chewing
5305715.0,-0.715332,1.831055,0.016113,0.154815,0.124438,0.100723,0.305664,-1.87207,0.766113,-0.033841,0.116711,0.0,chewing
5305725.0,-0.730957,1.820313,0.004883,0.153482,0.105253,0.085268,0.291016,-1.879395,0.758789,-0.058355,0.123905,0.005329,chewing
5305735.0,-0.745605,1.831543,0.01709,0.167871,0.012524,0.066882,0.299805,-1.876465,0.767578,-0.100723,0.13936,0.00373,chewing
5305745.0,-0.719238,1.841797,0.014648,0.171602,-0.082603,0.028778,0.307617,-1.862305,0.785645,-0.112714,0.201712,-0.001865,chewing
5305755.0,-0.697754,1.842285,0.023926,0.170003,-0.148153,0.053026,0.303223,-1.867676,0.756348,-0.144423,0.243813,0.007194,chewing
5305765.0,-0.691406,1.837402,0.005371,0.166006,-0.094861,0.090064,0.303223,-1.867188,0.744629,-0.138294,0.251274,0.01279,chewing
5305775.0,-0.69873,1.85498,0.01709,0.142824,-0.050628,0.075942,0.306641,-1.870117,0.740723,-0.096459,0.192919,0.009326,chewing
5305785.0,-0.708984,1.824219,0.017578,0.097792,-0.02638,0.121507,0.317383,-1.871094,0.748047,-0.062619,0.152949,0.00373,chewing
5305795.0,-0.705078,1.844727,0.006348,0.089265,-0.007994,0.144956,0.29834,-1.875,0.76123,-0.049296,0.101256,-0.007461,chewing
5305805.0,-0.713867,1.829102,0.005859,0.157746,-0.001599,0.203311,0.287109,-1.87793,0.742676,-0.105253,0.122306,-0.043966,chewing
5305815.0,-0.698242,1.839355,0.008789,0.182793,-0.039436,0.176132,0.293945,-1.902832,0.746582,-0.045832,0.060487,-0.021317,chewing
5305825.0,-0.711914,1.827637,-0.002441,0.210505,-0.046897,0.146288,0.302246,-1.874512,0.755371,-0.05649,0.056757,-0.007727,chewing
5305835.0,-0.638672,1.864258,0.016602,0.378377,-0.140959,0.157479,0.339844,-1.826172,0.737305,-0.139093,0.232888,-0.136429,chewing
5305845.0,-0.783691,1.842773,-0.011719,0.104453,0.076475,0.08287,0.225098,-2.00293,0.588379,-0.092462,0.043167,-0.043433,chewing
5305855.0,-0.716309,1.824219,0.002441,0.053559,0.046364,-0.053559,0.358398,-1.833984,0.746582,0.015455,-0.082603,0.041302,chewing
5305865.0,-0.701172,1.82959,0.018066,0.083136,0.012524,-0.073544,0.302734,-1.863281,0.763184,-0.059954,-0.025314,0.095127,chewing
5305875.0,-0.681152,1.854492,0.019043,0.114046,-0.003464,-0.073011,0.312988,-1.885254,0.737793,-0.013057,-0.031709,0.057023,chewing
5305885.0,-0.708984,1.837891,0.010742,0.107118,0.022116,-0.045299,0.313965,-1.885742,0.736328,-0.016254,-0.008527,0.025847,chewing
5305895.0,-0.707031,1.84375,0.00293,0.083936,0.077541,-0.033308,0.310059,-1.870117,0.732422,-0.055691,0.031176,-0.015455,chewing
5305905.0,-0.706055,1.837402,0.015137,0.059688,0.126836,-0.059688,0.297363,-1.870605,0.732422,-0.088998,0.055158,-0.009326,chewing
5305915.0,-0.701172,1.826172,0.016602,0.094328,0.093262,-0.117776,0.305664,-1.873047,0.757324,-0.060487,0.00373,-0.000799,chewing
5305925.0,-0.725586,1.820801,0.005371,0.139893,0.066616,-0.160943,0.299316,-1.87793,0.748535,-0.078606,-0.010925,0.019985,chewing
5305935.0,-0.736328,1.824219,0.009766,0.191853,0.037305,-0.162542,0.304199,-1.87207,0.742676,-0.044499,-0.023449,0.010925,chewing
5305945.0,-0.678711,1.817383,0.005859,0.237685,-0.083936,-0.323219,0.315918,-1.878906,0.746094,-0.059954,0.006928,-0.015988,chewing
5305955.0,-0.730469,1.835449,0.006348,0.266729,0.018119,-0.154282,0.317871,-1.88623,0.744629,-0.085002,0.041302,-0.020251,chewing
5305965.0,-0.642578,1.801758,0.006836,0.251008,0.131899,-0.139893,0.302734,-1.884766,0.748535,-0.090864,0.058089,-0.017054,chewing
5305975.0,-0.747559,1.830078,0.003418,0.240349,0.146821,-0.118043,0.307129,-1.888184,0.733398,-0.086334,0.028778,-0.004796,chewing
5305985.0,-0.700684,1.807617,-0.002441,0.228092,0.272858,-0.162276,0.309082,-1.881348,0.723145,-0.085801,0.030377,0.014389,chewing
5305995.0,-0.74707,1.8125,0.008789,0.211838,0.275522,-0.166006,0.309082,-1.873047,0.733887,-0.091663,0.05196,0.010658,chewing
5306005.0,-0.701172,1.835938,0.005371,0.218233,0.231822,-0.177198,0.293457,-1.890625,0.740723,-0.102588,0.055691,0.005862,chewing
5306015.0,-0.697266,1.813477,-0.008301,0.207574,0.193452,-0.194251,0.286621,-1.882813,0.73584,-0.098858,0.063152,0.015721,chewing
5306025.0,-0.709961,1.786133,-0.021484,0.151884,0.144689,-0.152683,0.288086,-1.885254,0.738281,-0.108184,0.075675,0.018386,chewing
5306035.0,-0.709473,1.806152,-0.008301,0.195583,0.198248,-0.158545,0.289551,-1.884766,0.743652,-0.12657,0.07381,0.009859,chewing
5306045.0,-0.719727,1.796387,0.009766,0.152949,0.256603,-0.10845,0.295898,-1.880371,0.736328,-0.12204,0.054891,0.0429,chewing
5306055.0,-0.71582,1.803711,-0.008789,-0.193452,0.00826,-0.016254,0.318359,-1.868652,0.740234,-0.124172,0.060487,0.057822,chewing
5306065.0,-0.720215,1.836914,-0.025879,-0.093795,0.134564,-0.010126,0.325684,-1.882324,0.733887,-0.142824,0.085801,0.049562,chewing
5306075.0,-0.700684,1.830566,-0.021973,-0.003198,0.264597,-0.094061,0.319336,-1.869629,0.733398,-0.158012,0.090597,0.053026,chewing
5306085.0,-0.745117,1.801758,-0.02832,0.000799,0.187057,-0.005596,0.309082,-1.870117,0.729004,-0.162009,0.10019,0.045299,chewing
5306095.0,-0.70459,1.814941,-0.002441,-0.011724,0.080205,-0.080738,0.314941,-1.859375,0.736816,-0.111115,0.074343,0.046631,chewing
5306105.0,-0.714355,1.841309,-0.016113,-0.00453,0.059954,-0.111115,0.303711,-1.872559,0.750977,-0.092729,0.060221,0.044233,chewing
5306115.0,-0.702637,1.827148,-0.018555,-0.038637,-0.007994,-0.067681,0.302734,-1.887207,0.737305,-0.088732,0.039703,0.073277,chewing
5306125.0,-0.677246,1.836426,-0.016113,-0.033841,-0.027446,-0.110848,0.296875,-1.880859,0.732422,-0.058622,0.027712,0.046631,chewing
5306135.0,-0.733887,1.832031,-0.009277,-0.083136,-0.041568,-0.093795,0.300293,-1.882324,0.744141,-0.063685,0.023449,0.025847,chewing
5306145.0,-0.739746,1.811035,-0.005371,-0.036505,0.038371,-0.082603,0.29541,-1.887207,0.717285,-0.089798,0.040769,0.042101,chewing
5306155.0,-0.751465,1.819824,0.00293,-0.018919,0.08207,-0.051694,0.300781,-1.884766,0.713867,-0.098058,0.059954,0.038104,chewing
5306165.0,-0.726562,1.796387,-0.001465,-0.030643,0.069547,-0.052493,0.304199,-1.881836,0.73291,-0.095127,0.042634,0.047963,chewing
5306175.0,-0.711426,1.79248,0.000977,-0.020518,0.050095,-0.054625,0.302734,-1.876953,0.717285,-0.113247,0.060753,0.038904,chewing
5306185.0,-0.716309,1.838379,-0.010254,0.009859,0.097259,-0.049562,0.298828,-1.876465,0.714844,-0.10925,0.08207,0.028511,chewing
5306195.0,-0.710449,1.815918,0.001953,0.03464,0.050894,-0.027446,0.278809,-1.890137,0.723145,-0.12204,0.103654,0.018919,chewing
5306205.0,-0.72998,1.820801,0.005859,-0.008527,-0.000533,-0.010925,0.290039,-1.891113,0.725098,-0.111115,0.119109,0.00453,chewing
5306215.0,-0.691895,1.82959,0.005371,0.009593,-0.048763,0.000266,0.286133,-1.883789,0.729492,-0.116711,0.118842,0.010392,chewing
5306225.0,-0.730469,1.808105,0.005371,0.000533,-0.018652,-0.029844,0.293457,-1.874512,0.72998,-0.128435,0.12657,0.021583,chewing
