time_ms,ax,ay,az,gx,gy,gz,state,chewing_prob,cpm,chewing_side,side_prob,true_label
3826242.0,1.997559,-0.269531,0.132812,-0.039436,0.030377,0.013323,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826252.0,2.001953,-0.275391,0.103027,-0.007461,0.054358,-0.009593,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826262.0,1.991699,-0.272949,0.113281,-0.03091,0.040769,-0.00826,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826272.0,1.991211,-0.260254,0.126953,-0.034374,0.037838,-0.005063,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826282.0,2.008789,-0.282227,0.115234,-0.021583,0.049296,-0.017587,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826292.0,1.998047,-0.269043,0.10498,-0.032508,0.031975,-0.000799,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826302.0,2.004395,-0.259766,0.121582,-0.019452,0.046364,-0.005063,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826312.0,2.005371,-0.28125,0.095215,-0.031176,0.041035,-0.010925,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826322.0,1.996582,-0.268555,0.118652,-0.03464,0.034907,-0.006662,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826332.0,2.003906,-0.271484,0.103027,-0.024248,0.056757,-0.015188,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826342.0,1.994141,-0.272461,0.112305,-0.033308,0.029844,-0.006129,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826352.0,1.993164,-0.258789,0.121582,-0.037838,0.040236,0.003198,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826362.0,2.004883,-0.27832,0.11377,-0.025847,0.041568,-0.016254,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826372.0,2.0,-0.274414,0.111328,-0.032508,0.03091,-0.006129,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826382.0,1.992676,-0.269043,0.112793,-0.025314,0.057822,-0.00453,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826392.0,2.000977,-0.280762,0.115723,-0.026913,0.035706,-0.007994,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826402.0,1.998535,-0.269043,0.126465,-0.035972,0.028778,-0.001332,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826412.0,2.003418,-0.268555,0.111328,-0.025314,0.053026,-0.007727,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826422.0,1.997559,-0.272949,0.116699,-0.032775,0.042368,-0.000533,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826432.0,1.996582,-0.258789,0.123535,-0.033574,0.046098,-0.005862,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826442.0,2.0,-0.271484,0.103516,-0.024248,0.050894,-0.010392,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826452.0,1.994629,-0.26709,0.098633,-0.027979,0.020784,0.00453,warming_up,0.000000,0.000,-,0.000000,left_chewing
3826462.0,1.99707,-0.262207,0.103027,-0.021051,0.053292,-0.003198,warming_up,0.000000,0.000,-,0.000000,left_chewing
