time_ms,ax,ay,az,gx,gy,gz,state,chewing_prob,cpm,true_label
1869520.0,0.121094,-1.678711,1.164551,0.148686,0.274989,-0.074609,warming_up,0.000000,0.000,chewing
1869530.0,0.11377,-1.688965,1.163086,0.150285,0.258202,-0.027446,warming_up,0.000000,0.000,chewing
1869540.0,0.109375,-1.6875,1.160156,0.172668,0.244346,0.083403,warming_up,0.000000,0.000,chewing
1869550.0,0.09668,-1.680176,1.167969,0.16574,0.237418,0.12577,warming_up,0.000000,0.000,chewing
1869560.0,0.100586,-1.721191,1.158691,0.154548,0.212104,0.18226,warming_up,0.000000,0.000,chewing
1869570.0,0.093262,-1.725098,1.160156,0.15668,0.213703,0.205709,warming_up,0.000000,0.000,chewing
1869580.0,0.088867,-1.72168,1.159668,0.154015,0.240882,0.196916,warming_up,0.000000,0.000,chewing
1869590.0,0.098633,-1.712891,1.168457,0.13483,0.263531,0.211038,warming_up,0.000000,0.000,chewing
1869600.0,0.079102,-1.715332,1.161133,0.083936,0.251274,0.227292,warming_up,0.000000,0.000,chewing
1869610.0,0.076172,-1.703613,1.171875,0.094061,0.369583,0.183593,warming_up,0.000000,0.000,chewing
1869620.0,0.086426,-1.708496,1.163574,0.067415,0.393832,0.103121,warming_up,0.000000,0.000,chewing
1869630.0,0.064453,-1.718262,1.151855,0.022916,0.395963,0.083936,warming_up,0.000000,0.000,chewing
1869640.0,0.062012,-1.709473,1.144531,-0.022116,0.426073,0.115112,warming_up,0.000000,0.000,chewing
1869650.0,0.074707,-1.708496,1.144531,-0.065283,0.439663,0.176665,warming_up,0.000000,0.000,chewing
1869660.0,0.11377,-1.728516,1.151367,-0.019718,0.51747,0.327216,warming_up,0.000000,0.000,chewing
1869670.0,0.049316,-1.747559,1.16748,0.035972,0.51827,0.390368,warming_up,0.000000,0.000,chewing
1869680.0,0.095215,-1.718262,1.154785,-0.059155,0.579289,0.393032,warming_up,0.000000,0.000,chewing
1869690.0,0.073242,-1.719238,1.166992,-0.073011,0.558239,0.370649,warming_up,0.000000,0.000,chewing
1869700.0,0.057129,-1.716797,1.166504,-0.105786,0.574493,0.37358,warming_up,0.000000,0.000,chewing
