ax_mean,ax_std,ax_min,ax_max,ax_range,ax_rms,ax_energy,ax_median,ax_dominant_frequency,ax_dominant_frequency_power,ax_band_energy_0_5_3hz,ax_spectral_entropy,ay_mean,ay_std,ay_min,ay_max,ay_range,ay_rms,ay_energy,ay_median,ay_dominant_frequency,ay_dominant_frequency_power,ay_band_energy_0_5_3hz,ay_spectral_entropy,az_mean,az_std,az_min,az_max,az_range,az_rms,az_energy,az_median,az_dominant_frequency,az_dominant_frequency_power,az_band_energy_0_5_3hz,az_spectral_entropy,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_rms,gx_energy,gx_median,gx_dominant_frequency,gx_dominant_frequency_power,gx_band_energy_0_5_3hz,gx_spectral_entropy,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_rms,gy_energy,gy_median,gy_dominant_frequency,gy_dominant_frequency_power,gy_band_energy_0_5_3hz,gy_spectral_entropy,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_rms,gz_energy,gz_median,gz_dominant_frequency,gz_dominant_frequency_power,gz_band_energy_0_5_3hz,gz_spectral_entropy,acc_mag_mean,acc_mag_std,acc_mag_min,acc_mag_max,acc_mag_range,acc_mag_rms,acc_mag_energy,acc_mag_median,acc_mag_dominant_frequency,acc_mag_dominant_frequency_power,acc_mag_band_energy_0_5_3hz,acc_mag_spectral_entropy,gyro_mag_mean,gyro_mag_std,gyro_mag_min,gyro_mag_max,gyro_mag_range,gyro_mag_rms,gyro_mag_energy,gyro_mag_median,gyro_mag_dominant_frequency,gyro_mag_dominant_frequency_power,gyro_mag_band_energy_0_5_3hz,gyro_mag_spectral_entropy,label,source_file,start_time_ms,end_time_ms
0.108303255,0.06686503042398152,-0.246582,0.26123,0.507812,0.12728129217286804,0.016200527337195,0.116455,0.5,31.26417580337787,41.66970904604257,0.7159090277677757,-1.74480714,0.036776303179226706,-1.890137,-1.597656,0.292481,1.7451946746052458,3.0457044522705097,-1.74707,1.5,7.202274274042786,11.587823159323605,0.7230425041682905,1.099187,0.049335138434284345,0.97168,1.250977,0.279297,1.1002936048406944,1.21064601685333,1.097168,1.5,27.108372067647256,40.91045679260188,0.38585704173502283,0.026514324999999995,0.44479363479972306,-0.547047,1.558006,2.105053,0.44558319872786384,0.198544386988555,-0.010392,1.5,2010.2714064072384,2676.842544000975,0.4629933773968976,0.11621626000000002,0.2709250423935602,-0.464178,1.149786,1.613964,0.2947992498028785,0.08690659768433999,0.048629000000000006,0.5,494.78077685526273,1130.5353764522288,0.4918904878927681,-0.003145584999999995,0.32956696164960586,-1.123939,1.352564,2.476503,0.329581972983877,0.108624276915945,0.0102585,1.5,685.78125707498,1137.4975079324659,0.5991306551335821,2.0668687720926844,0.024586081613650303,2.0101400199212494,2.190721766168858,0.1805817462476087,2.0670149966705695,4.272550996461035,2.0658932489267094,10.5,1.4005373211557852,1.176817106926452,0.8364651430680221,0.4967295771594323,0.38384240094581995,0.0643241080000337,1.7943443632148763,1.7300202552148427,0.6277541410367916,0.39407526158884,0.3866878864343999,3.0,956.8028072667652,1511.4935293791514,0.5669301960661122,chewing,chewing_01.csv,1867800.0,1869790.0
0.056733415,0.12548611887978994,-0.246582,0.224609,0.471191,0.13771509143545235,0.018965446409075,0.10693349999999999,0.5,215.1985536726537,271.01738621127623,0.350243616093692,-1.734499515,0.03643579278703532,-1.890137,-1.597656,0.292481,1.734882167333348,3.0098161345312553,-1.736084,0.5,6.315897973218054,12.351321192384784,0.7273226855412513,1.11219481,0.04936068236768916,1.008301,1.250977,0.2426760000000001,1.1132896174647189,1.23941377235474,1.1193849999999999,0.5,18.552946654166036,44.67342347107735,0.4088955944806401,-0.012579709999999996,0.48556370042587194,-0.885721,1.558006,2.443727,0.48572662710103715,0.23593035627495,-0.020916999999999998,1.5,2113.889126522212,3388.7184014017057,0.46725622372468417,0.14363658499999998,0.285482882263583,-0.286181,1.149786,1.435967,0.3195808890030582,0.102131944615985,0.0544915,0.5,689.6640269041451,1251.1296800685543,0.45688196572612094,0.0723419,0.3629763626803817,-0.938214,1.352564,2.290778,0.37011510420447585,0.13698519036029,0.04783,1.5,738.2625391934853,1799.2625675051595,0.5312209620955065,2.065809318206047,0.02504424301385241,2.000720277240674,2.190721766168858,0.19000148892818425,2.0659611209543782,4.268195353295071,2.066405351338573,10.5,1.372318432684313,2.6577278976416734,0.8048071258801964,0.559176545787862,0.4029504707677859,0.07316687877038353,1.7943443632148763,1.721177484444493,0.6892368905182201,0.47504749125122503,0.42309876345520214,3.0,688.1918740375534,1859.4317583147956,0.5967783862650912,chewing,chewing_01.csv,1868300.0,1870290.0
-0.0036254600000000005,0.13975133759563232,-0.246582,0.206543,0.453125,0.13979835592731413,0.019543580319980002,-0.0336915,0.5,318.1660286848556,351.0828819842319,0.24855011573664879,-1.7294311499999997,0.03386987037954973,-1.890137,-1.597656,0.292481,1.729762778738706,2.9920792707098496,-1.7304685000000002,0.5,4.064425485301541,10.565484390719703,0.73163209003518,1.120051255,0.04459500408139879,1.01709,1.250977,0.23388699999999996,1.1209386817378082,1.2565035282160952,1.128418,1.5,17.100351301149615,35.309265295447695,0.43566262526284427,-0.07344507,0.4253290298555521,-0.885721,1.386404,2.272125,0.43162363459983283,0.18629896194517,-0.068481,1.5,1479.865270227071,2652.7317935640135,0.4918089576022462,0.14646108000000002,0.2744873191024015,-0.262199,1.149786,1.411985,0.3111175602610531,0.09679413630279,0.051294,0.5,659.4315118142732,1242.2538593030415,0.41960638029202857,0.10083739,0.32462724825990485,-0.757819,1.352564,2.110383,0.3399279769816101,0.11555102953481003,0.05609,1.5,532.9298687887158,1482.4093177107868,0.5387157778908559,2.065816129058481,0.023023904268338943,2.000720277240674,2.190721766168858,0.19000148892818425,2.065944427918119,4.268126379245925,2.0658147083197105,3.0,1.1811781504947358,2.561189833439916,0.8221877697116933,0.5086084705623037,0.3741143561199493,0.07060440217153602,1.6734403952140033,1.6028359930424674,0.631382711026181,0.39864412778277,0.3915169156496478,0.5,740.2370410103217,1798.4757142105786,0.5603065286653547,chewing,chewing_01.csv,1868800.0,1870790.0
-0.063989225,0.10321171267586046,-0.246582,0.166016,0.412598,0.1214383734640126,0.014747278549584998,-0.095215,0.5,136.97807220735604,178.3357638595947,0.3686283732599049,-1.72932373,0.032112560558714406,-1.799316,-1.597656,0.20165999999999995,1.7296218603170896,2.99159177968675,-1.728516,0.5,6.124893260748028,9.632675267306718,0.6683388458464162,1.118720685,0.04613263266285347,1.01709,1.250977,0.23388699999999996,1.1196714655841127,1.253664190843275,1.128906,0.5,18.649397080035328,37.421855392141744,0.3989786906295962,0.015693299999999997,0.4435831745887574,-0.885721,1.386404,2.272125,0.44386069035580294,0.19701231244313,0.024114999999999998,1.5,1125.1813319446026,2695.995840599673,0.5199596099212966,0.161588145,0.2727043416114492,-0.185724,1.149786,1.33551,0.3169832590820452,0.100478386538275,0.0739435,0.5,599.5792039424667,1159.4821891107038,0.44033163435345046,0.03693305499999999,0.3511479799845244,-0.757819,1.352564,2.110383,0.35308491103252343,0.124668954398845,-0.027579,0.5,665.3335236449266,1774.7983833981011,0.5130696813105013,2.06387571333643,0.020500950701201327,2.000720277240674,2.1680384990363986,0.16731822179572475,2.0639775311469863,4.26000324907961,2.063732207742433,10.0,0.9682349108315634,1.794360657305213,0.8135017288960064,0.5015899606073781,0.41299777820000305,0.01656768976049467,1.6734403952140033,1.6568727054535086,0.6497381421620945,0.42215965338025,0.32692933240287503,2.5,847.3624900968108,2244.203236683494,0.5385002507742932,chewing,chewing_01.csv,1869300.0,1871290.0
-0.10602293,0.041699256588638364,-0.229004,-0.030762,0.198242,0.11392844107522054,0.01297968968583,-0.1030275,0.5,19.23706647823025,29.113790529649343,0.40136364003394454,-1.73761473,0.029529162028867333,-1.796875,-1.63623,0.16064499999999993,1.737865622343425,3.0201769213231002,-1.7380369999999998,1.5,3.0864978145843467,8.943993877430433,0.6945467221671534,1.1036694349999998,0.03951781998840238,1.01709,1.200195,0.18310499999999985,1.104376692913181,1.219647879849855,1.11084,1.5,10.2334858736438,26.990156740698783,0.4504482315849904,-0.07383942500000001,0.42035045539245514,-0.885721,1.15698,2.042701,0.42678655793379316,0.18214676603297497,-0.062885,1.5,1258.8411809048766,2578.7768003088445,0.44337141442944344,0.07376612999999999,0.19784054992092268,-0.185724,0.990974,1.176698,0.2111452702008501,0.044582325128190006,0.026513000000000002,1.0,153.61352340322472,326.21651744537945,0.6390227853986546,-0.0007127500000000086,0.29546871514968803,-0.757819,0.83989,1.597709,0.29546957482077574,0.08730226964477,-0.0434335,1.5,543.9035446178829,1273.4082112062852,0.5101382573862854,2.0621531137466143,0.018139082775282648,2.000720277240674,2.112128637510983,0.11140836027030909,2.0622328895783775,4.252804490858785,2.0627978333485624,2.5,0.4302325457821985,1.200364166192284,0.8398786550297775,0.4372035551971782,0.3505487300346173,0.01656768976049467,1.5172359980181065,1.5006683082576118,0.5603850112252602,0.314031360805935,0.3082358603652716,2.0,594.0110904400782,1502.7070891066608,0.5927188070400199,chewing,chewing_01.csv,1869800.0,1871790.0
-0.09320311,0.02876346251180306,-0.175781,-0.03418,0.14160099999999998,0.09754053767198538,0.009514156489339998,-0.089355,0.5,7.27119792461142,12.215914995459013,0.4923559062850156,-1.74464598,0.023235987814155874,-1.796875,-1.682617,0.11425799999999997,1.7448007068602018,3.04432950665986,-1.7458495,1.5,2.4993903966739555,5.284474720468593,0.66561046498873,1.09628663,0.03230281145787624,1.01709,1.156738,0.139648,1.0967624386095833,1.20288784674484,1.098633,1.0,8.511202890876804,18.848138751827264,0.3897239602271353,-0.064786365,0.35464935280135756,-0.809513,1.10955,1.919063,0.3605182887626299,0.129973436532335,-0.0398365,1.5,666.7665784684503,2099.946945161077,0.4521255569615183,0.02815043,0.10797344507273582,-0.185724,0.444726,0.63045,0.11158275650861113,0.012450711550059999,0.0115915,2.5,39.16168340217315,94.21379437359299,0.6051675051690398,-0.027293739999999997,0.19257276852803568,-0.722113,0.396763,1.118876,0.194497350680517,0.03782921942174,-0.024115,1.5,217.4726595112713,543.1859828406698,0.5142003303389119,2.0631417893313606,0.013321674392901833,2.0305063986491154,2.094188970723273,0.0636825720741574,2.0631847978050923,4.25673150989404,2.0629355458967487,8.0,0.492462377139133,0.24732869378239808,0.8444111787833752,0.3248909078403143,0.2733116636860406,0.014085223782389827,1.3953035866079468,1.381218362825557,0.42456256017710153,0.18025336750413498,0.23627346137209398,2.5,522.1269812516066,978.5311461942077,0.524936458177245,chewing,chewing_01.csv,1870300.0,1872290.0
-0.08155514999999999,0.019591648228199178,-0.133301,-0.031738,0.101563,0.0838753549728405,0.00703507517182,-0.078613,1.5,2.365905116768637,3.633242627426139,0.6961075082686085,-1.7441430749999998,0.02023623758358691,-1.79248,-1.687012,0.10546800000000012,1.744260465464374,3.0424445713819948,-1.7443849999999999,1.5,2.4732068403787895,3.391827576834753,0.6940724973052577,1.100622565,0.025857566915040073,1.026367,1.150391,0.12402399999999991,1.1009262665382933,1.212038644353945,1.1037599999999999,1.5,7.614953953462762,11.59786853017213,0.40466408538627674,-0.018862885000000006,0.34610198072371934,-0.863871,1.10955,1.973421,0.34661562211101365,0.12014238949140502,0.005063,1.5,855.0596344815913,1931.3108594009796,0.40681195851197643,0.049695275,0.11374663265274877,-0.185724,0.444726,0.63045,0.12412863004627497,0.015407916797165,0.050894,3.0,46.66496625014147,104.30732615302598,0.5833109623767032,-0.04233555,0.19565990495182578,-0.722113,0.396763,1.118876,0.2001876549629372,0.04007509719956,-0.022916,3.0,168.99354735207817,528.9491398399327,0.5262998570193913,2.064305770898892,0.012648127975783949,2.0305063986491154,2.093119246638614,0.06261284798949873,2.064344518462885,4.26151829090776,2.063821615144027,8.0,0.28819404648346136,0.1447424844160649,0.8418926295425394,0.31395867656235676,0.2775884595932321,0.014085223782389827,1.3953035866079468,1.381218362825557,0.4190768467574056,0.17562540348813002,0.21365293885036385,1.5,561.2385641774254,829.7896506905586,0.5143293298160193,chewing,chewing_01.csv,1870800.0,1872790.0
-0.076330545,0.019735384048150038,-0.124512,-0.010742,0.11377,0.07884058271933941,0.006215837483525,-0.076904,1.5,1.4505926109900484,4.304858322130414,0.7149422749253308,-1.75253906,0.021818665056698584,-1.80957,-1.702148,0.1074219999999999,1.7526748731497634,3.0718692109705397,-1.751465,1.5,2.444353339106457,5.154372158354736,0.6336297703023125,1.083942905,0.03287457663006438,0.998047,1.134766,0.13671899999999992,1.0844413119613459,1.1760129590884452,1.0878904999999999,1.5,8.203295962316673,19.526320884925376,0.4095461206422454,-0.06966127999999999,0.3350919683436647,-0.863871,0.850548,1.714419,0.34225622153537255,0.11713932117967002,-0.0203845,1.5,1079.4725489003245,1892.8788743772416,0.3896689822672585,0.047078590000000003,0.1022271551575309,-0.159078,0.349066,0.5081439999999999,0.1125468119850136,0.01266678488799,0.038637,1.5,54.91081349262655,110.2471982897531,0.5469977866707794,-0.02955337000000001,0.18764609201092652,-0.459914,0.396763,0.8566769999999999,0.18995909434751998,0.03608445752533,-0.014256,1.5,166.4679024104981,548.5718775137516,0.48751980429340025,2.0625050411798713,0.013075268644567931,2.0305063986491154,2.1017912979905975,0.07128489934148208,2.0625464861531024,4.2540980075425106,2.0621194193505508,8.0,0.33675139463606807,0.3318988381284085,0.8082384839655158,0.32976511520487733,0.23905131747577546,0.014085223782389827,1.0040633087594626,0.9899780849770727,0.4072966530589099,0.16589056359299,0.30084625786054736,1.5,286.26992740931064,732.5612450135684,0.5471581324946297,chewing,chewing_01.csv,1871300.0,1873290.0
-0.06368404500000001,0.026378099851827368,-0.124512,0.003906,0.128418,0.06893084751658722,0.004751461739354999,-0.06958,0.5,8.174115713871686,10.45496416683968,0.46376969030568466,-1.754501975,0.019929461579138934,-1.80957,-1.706055,0.1035149999999998,1.7546151611443848,3.0786743637177354,-1.75293,1.5,1.9751789619938502,4.680989157865448,0.6132162729823978,1.081474645,0.03099091229891393,0.998047,1.130859,0.13281200000000004,1.0819185941756408,1.170547844422995,1.085449,0.5,7.0692046672979165,17.801010565454366,0.3886328450922267,-0.030160865000000005,0.29925733882342265,-0.863871,0.850548,1.714419,0.3007733908064758,0.09046463261722501,0.0279785,1.5,617.226268801616,1472.209394647974,0.4567054336336644,0.060225860000000006,0.0923132683230336,-0.159078,0.349066,0.5081439999999999,0.11022202012855689,0.01214889372122,0.059288,1.5,22.451910040525576,77.47074768123248,0.6414880360490491,-0.034625505,0.1659474305691413,-0.459914,0.282983,0.7428969999999999,0.1695213122560258,0.028737475309005004,-0.0191855,1.5,134.37310461789835,421.23027257490753,0.5268055632084858,2.06248436428062,0.01148551165829595,2.0331098335608924,2.1017912979905975,0.06868146442970513,2.062516344148595,4.253973669880085,2.0617712940963413,5.0,0.16804312628382015,0.39758666355862704,0.8416587493143022,0.28684315004098443,0.22152202807399385,0.014085223782389827,1.0040633087594626,0.9899780849770727,0.362423787364254,0.13135100164745,0.2184330457674031,1.5,169.08423706616185,653.7796305395278,0.5830687282251265,chewing,chewing_01.csv,1871800.0,1873790.0
-0.056938434999999996,0.024704696726245697,-0.103516,0.003906,0.107422,0.062066959169794995,0.0038523074205849992,-0.05542,0.5,6.929439652924463,8.919934736591486,0.4769097531950174,-1.75557865,0.019849576818096147,-1.80957,-1.706055,0.1035149999999998,1.7556908617509177,3.08245040203568,-1.753906,1.5,1.9614144656080723,4.47958643359797,0.639824259741193,1.079555705,0.030692025597506185,0.998047,1.130859,0.13281200000000004,1.079991907670296,1.166382520633325,1.0837400000000001,1.5,5.91438711733802,17.035076776306262,0.4167494968288657,-0.05435700000000001,0.2888838549041292,-0.863871,0.850548,1.714419,0.29395333825842157,0.08640856507327001,-0.022916,1.5,548.0591312942403,1304.2227876706972,0.48248153013795686,0.0597915,0.09516965853705686,-0.212904,0.349066,0.56197,0.11239344900086481,0.01263228737831,0.069014,5.5,28.520228831187445,82.77832319277798,0.5963976255485527,-0.02560439499999999,0.16253906510946523,-0.459914,0.320821,0.780735,0.16454340682620802,0.027074532729975,-0.013323499999999999,1.5,137.53715344388826,397.85595627336755,0.5231467404567545,2.062167997595665,0.012181123998845732,2.0331098335608924,2.1017912979905975,0.06868146442970513,2.06220397392925,4.2526852300895905,2.061551200530851,3.0,0.23582080196801733,0.45756062781168216,0.827197177716089,0.27593603193576827,0.22355019897351397,0.03129667702808079,1.0040633087594626,0.9727666317313818,0.3551272802553403,0.126115385181555,0.18884872318398044,0.5,184.27816002088792,630.5750637416498,0.5842318665804582,chewing,chewing_01.csv,1872300.0,1874290.0
-0.050952120000000004,0.020260102283443684,-0.096191,0.003906,0.100097,0.054832383470263264,0.00300659027703,-0.052246,0.5,2.2954720062012304,5.250299496109086,0.5975073206253062,-1.760107445,0.018099872630407507,-1.80957,-1.712402,0.09716799999999992,1.7602005065712443,3.098305823333665,-1.759766,1.5,1.5179179209730576,3.105052046257061,0.6973028332233653,1.0708740700000001,0.0266872412370612,0.998047,1.113281,0.11523399999999995,1.071206554611766,1.14748348264321,1.0754394999999999,1.5,5.043901419375264,12.526330496933644,0.4467004354468077,-0.010975595,0.2591467384269595,-0.77887,0.850548,1.6294179999999998,0.2593790579883715,0.067277495722935,-0.012524,1.5,409.402480858816,892.1062826739194,0.5295368084002522,0.058291319999999994,0.0833851850307811,-0.212904,0.349066,0.56197,0.10173970252541532,0.01035096706996,0.061019500000000004,3.0,28.969176023479427,64.72351787375143,0.6131922662252194,-0.01307,0.15336413003981733,-0.429538,0.320821,0.750359,0.15392004834611378,0.023691381282870003,-0.004397,1.5,221.81307395932083,377.2337671837019,0.4638040774568945,2.0612237469120966,0.012351575590229246,2.0331098335608924,2.1017912979905975,0.06868146442970513,2.061260754066284,4.248795896253905,2.0604415693708837,3.0,0.3312495481179933,0.5058123090021824,0.8317363780167013,0.2447713121096757,0.20348672891339306,0.03129667702808079,1.0040633087594626,0.9727666317313818,0.31830778199058374,0.101319844075765,0.16312288263892544,3.5,127.30429337873814,311.18861451019467,0.6167279158252361,chewing,chewing_01.csv,1872800.0,1874790.0
-0.056091274999999996,0.024515136160123095,-0.116699,0.003906,0.120605,0.06121456552222682,0.0037472230320750007,-0.054687,0.5,2.3614743994986718,8.381507977051594,0.6134461205928121,-1.7572485500000001,0.015693974735467745,-1.794434,-1.711426,0.08300800000000019,1.7573186299928933,3.0881687673201,-1.758301,1.0,0.9451362240025278,1.663130188432857,0.7789086440231007,1.077529345,0.01996234818466943,1.028809,1.113281,0.08447199999999988,1.0777142407341451,1.161467984681175,1.081543,1.0,3.512887108620349,6.761077394429667,0.45544209325880103,-0.032372540000000005,0.21000144424491085,-0.673084,0.56117,1.234254,0.21248197083752776,0.045148587931,-0.0222495,2.5,255.66465625098766,674.8347097542438,0.456055758819029,0.04993907,0.07777087269154886,-0.212904,0.201712,0.414616,0.09242412754075637,0.008542219351669999,0.06515,5.5,26.19290139626952,59.947739503878886,0.5689672306365564,0.015007169999999998,0.14712254819551318,-0.423942,0.488159,0.912101,0.1478859673496779,0.021870259338950003,0.002265,1.5,135.88981267622648,311.675541205549,0.46463060475533585,2.0623396131996174,0.01180232438979315,2.0281658664944047,2.09347208432403,0.06530621782962553,2.0623733840004217,4.25338397503335,2.0617120445774626,2.5,0.19525048191890465,0.523368440270317,0.8474656369035249,0.221280450083206,0.163082890066965,0.025958144656350154,0.7754329747392743,0.7494748300829241,0.27488373291560925,0.07556106662162,0.16782567683834337,4.0,131.4768850866195,220.7740936490539,0.5843831404833103,chewing,chewing_01.csv,1873300.0,1875290.0
